1.144535827636718750e+01	8.001194953918457031e+00	5.485581874847412109e+00	5.267201900482177734e+00	3.560547828674316406e+00	3.167084932327270508e+00	8.889634132385253906e+00	5.623705387115478516e+00	3.812680482864379883e+00	3.658977985382080078e+00
-9.893086552619934082e-01	8.351798057556152344e+00	8.632016181945800781e+00	4.338533878326416016e+00	7.139771461486816406e+00	3.746598005294799805e+00	6.809807300567626953e+00	2.225458383560180664e+00	2.806047916412353516e+00	4.041426479816436768e-01
1.206876087188720703e+01	8.786177635192871094e+00	6.463942050933837891e+00	5.477476119995117188e+00	4.281634330749511719e+00	2.697779178619384766e+00	8.955042839050292969e+00	6.148616790771484375e+00	4.096739292144775391e+00	4.211009502410888672e+00
-2.137719869613647461e+00	9.754076004028320312e+00	7.621457099914550781e+00	3.905173540115356445e+00	7.302227020263671875e+00	3.781400918960571289e+00	7.821613311767578125e+00	2.944089889526367188e+00	4.129066944122314453e+00	3.231616973876953125e+00
7.823144912719726562e+00	4.711773395538330078e+00	7.507861137390136719e+00	5.854251384735107422e+00	3.879747867584228516e+00	4.010722160339355469e+00	8.111637115478515625e+00	5.372753143310546875e+00	3.479380130767822266e+00	3.455754756927490234e+00
-1.157034993171691895e+00	9.441749572753906250e+00	7.692344665527343750e+00	5.046153545379638672e+00	6.568281173706054688e+00	3.453392267227172852e+00	6.604262351989746094e+00	1.729045629501342773e+00	3.300847530364990234e+00	1.103051543235778809e+00
1.146540737152099609e+01	1.104985904693603516e+01	6.521087646484375000e+00	5.929729461669921875e+00	5.809972286224365234e+00	2.819152832031250000e+00	9.925427436828613281e+00	5.849075794219970703e+00	3.365561723709106445e+00	4.052080154418945312e+00
-1.001855492591857910e+00	9.941905021667480469e+00	7.480823516845703125e+00	3.804482221603393555e+00	6.934905529022216797e+00	3.592328310012817383e+00	7.079120159149169922e+00	2.363852024078369141e+00	3.908560276031494141e+00	1.635661959648132324e+00
-2.209643840789794922e+00	9.053068161010742188e+00	7.738740444183349609e+00	4.303415298461914062e+00	7.290660381317138672e+00	4.035973072052001953e+00	8.308279037475585938e+00	3.262665987014770508e+00	4.386346340179443359e+00	4.603630065917968750e+00
-1.425230264663696289e+00	8.745650291442871094e+00	8.307044029235839844e+00	5.400917053222656250e+00	6.645186901092529297e+00	3.498642444610595703e+00	6.574190616607666016e+00	2.087311267852783203e+00	3.208553314208984375e+00	7.701780200004577637e-01
1.092586994171142578e+01	8.923323631286621094e+00	4.164627075195312500e+00	6.957875728607177734e+00	5.249082088470458984e+00	2.781017303466796875e+00	7.266443252563476562e+00	3.963591098785400391e+00	2.764940500259399414e+00	3.129531621932983398e+00
-1.072146415710449219e+00	9.564682960510253906e+00	7.423032760620117188e+00	3.185336112976074219e+00	7.314486026763916016e+00	3.876713514328002930e+00	8.001851081848144531e+00	3.216902017593383789e+00	4.210979938507080078e+00	3.208911895751953125e+00
1.180637073516845703e+01	9.601505279541015625e+00	4.566644668579101562e+00	5.092415809631347656e+00	3.890954017639160156e+00	2.972012996673583984e+00	8.773091316223144531e+00	5.755293369293212891e+00	3.551865339279174805e+00	3.182459115982055664e+00
-1.328167200088500977e+00	9.034580230712890625e+00	7.471362113952636719e+00	3.876949071884155273e+00	7.151815414428710938e+00	3.939274549484252930e+00	8.256525039672851562e+00	3.394496679306030273e+00	4.297980308532714844e+00	4.212396621704101562e+00
-1.048375010490417480e+00	9.569580078125000000e+00	7.837156772613525391e+00	4.551729202270507812e+00	6.719527721405029297e+00	3.472877264022827148e+00	6.547021389007568359e+00	1.900879859924316406e+00	3.498296499252319336e+00	7.030178904533386230e-01
-6.816620230674743652e-01	8.147480964660644531e+00	8.306433677673339844e+00	5.769084453582763672e+00	6.285237312316894531e+00	3.553479194641113281e+00	6.562069892883300781e+00	2.381831169128417969e+00	3.252628087997436523e+00	7.872403860092163086e-01
1.185937976837158203e+01	1.169218540191650391e+01	3.385873556137084961e+00	4.760931015014648438e+00	4.337563991546630859e+00	3.472626447677612305e+00	9.972446441650390625e+00	5.452818870544433594e+00	2.756983280181884766e+00	2.711099147796630859e+00
1.208481407165527344e+01	1.237140655517578125e+01	6.386325836181640625e+00	6.226110458374023438e+00	6.391070365905761719e+00	2.343809843063354492e+00	9.963578224182128906e+00	5.586614131927490234e+00	3.230629444122314453e+00	4.380333900451660156e+00
3.628414154052734375e+00	6.004902362823486328e+00	7.576418876647949219e+00	5.603507995605468750e+00	4.936536312103271484e+00	3.954462051391601562e+00	8.051589965820312500e+00	4.419573783874511719e+00	3.656591653823852539e+00	3.297295808792114258e+00
3.552712440490722656e+00	5.034504413604736328e+00	8.180247306823730469e+00	6.608779430389404297e+00	5.273444652557373047e+00	4.398822307586669922e+00	7.003603935241699219e+00	4.544137001037597656e+00	3.095394611358642578e+00	1.965754508972167969e+00
-1.109147667884826660e+00	8.375688552856445312e+00	8.359840393066406250e+00	5.708587169647216797e+00	6.335659503936767578e+00	3.467934608459472656e+00	6.507160186767578125e+00	2.218646764755249023e+00	3.302102088928222656e+00	8.050273060798645020e-01
1.014204788208007812e+01	8.288864135742187500e+00	6.591201305389404297e+00	6.689463615417480469e+00	5.365705490112304688e+00	3.006705045700073242e+00	8.453078269958496094e+00	5.014908790588378906e+00	3.231868743896484375e+00	3.805423974990844727e+00
1.194442081451416016e+01	1.037158393859863281e+01	3.919863462448120117e+00	5.242328643798828125e+00	4.184731960296630859e+00	3.050941944122314453e+00	8.852656364440917969e+00	5.361169338226318359e+00	3.162090778350830078e+00	3.004047870635986328e+00
1.127528476715087891e+01	7.111613273620605469e+00	6.312629699707031250e+00	5.121673583984375000e+00	3.220751762390136719e+00	3.172795295715332031e+00	9.055863380432128906e+00	5.847121238708496094e+00	4.235368728637695312e+00	3.995681762695312500e+00
1.182562732696533203e+01	9.529337882995605469e+00	5.625677108764648438e+00	5.891551971435546875e+00	4.703934669494628906e+00	2.863861560821533203e+00	8.974952697753906250e+00	5.368628025054931641e+00	3.542603969573974609e+00	3.855188131332397461e+00
1.189053440093994141e+01	9.590026855468750000e+00	6.262614727020263672e+00	6.231018066406250000e+00	5.081915378570556641e+00	2.575371265411376953e+00	8.854367256164550781e+00	5.349737167358398438e+00	3.618744611740112305e+00	4.238698482513427734e+00
1.184729957580566406e+01	1.179032516479492188e+01	3.258537769317626953e+00	4.813692569732666016e+00	4.546761512756347656e+00	3.401806592941284180e+00	9.633814811706542969e+00	5.542338371276855469e+00	2.716116666793823242e+00	2.537518978118896484e+00
