4.106942653656005859e+00	3.394397497177124023e+00
3.704305171966552734e+00	4.548346519470214844e+00
4.585380077362060547e+00	3.234705448150634766e+00
4.794126033782958984e+00	3.601654529571533203e+00
1.018745231628417969e+01	3.527317762374877930e+00
1.039706420898437500e+01	4.370370864868164062e+00
1.116432952880859375e+01	4.871634960174560547e+00
1.014188385009765625e+01	5.194490909576416016e+00
1.089649200439453125e+01	5.456264019012451172e+00
3.730994224548339844e+00	4.867792129516601562e+00
9.668622016906738281e+00	5.947308540344238281e+00
1.154990386962890625e+01	4.895381927490234375e+00
3.359539747238159180e+00	2.253358840942382812e+00
1.071006774902343750e+01	4.205286502838134766e+00
9.592628479003906250e+00	4.011672496795654297e+00
6.381571769714355469e+00	3.015733718872070312e+00
1.004088020324707031e+01	4.913081645965576172e+00
1.084777927398681641e+01	5.139254093170166016e+00
1.067884540557861328e+01	4.742288589477539062e+00
1.130979537963867188e+01	5.330476760864257812e+00
1.150076198577880859e+01	4.645839214324951172e+00
9.390465736389160156e+00	3.984605789184570312e+00
2.635409832000732422e+00	1.818632602691650391e+00
9.158913612365722656e+00	5.452313423156738281e+00
1.089464664459228516e+01	3.891532182693481445e+00
8.702777862548828125e+00	2.896906137466430664e+00
9.712097167968750000e+00	5.478074550628662109e+00
1.197236442565917969e+01	3.628497123718261719e+00
1.038462257385253906e+01	4.418160915374755859e+00
8.847341537475585938e+00	4.458604335784912109e+00
3.865290641784667969e+00	5.132062911987304688e+00
1.042369842529296875e+01	5.332014083862304688e+00
9.913713455200195312e+00	4.295757770538330078e+00
1.070142364501953125e+01	4.594116210937500000e+00
1.028566074371337891e+01	5.392575740814208984e+00
1.005433273315429688e+01	3.866405487060546875e+00
3.633876800537109375e+00	4.967459678649902344e+00
1.112695312500000000e+01	5.480529785156250000e+00
1.145293045043945312e+01	5.259378910064697266e+00
3.926847457885742188e+00	4.694513797760009766e+00
9.816796302795410156e+00	4.018113136291503906e+00
9.234579086303710938e+00	4.489123344421386719e+00
8.813784599304199219e+00	2.289203643798828125e+00
3.091219902038574219e+00	2.035691022872924805e+00
1.150098991394042969e+01	5.034251213073730469e+00
9.210753440856933594e+00	3.774843931198120117e+00
1.053135967254638672e+01	4.873682975769042969e+00
1.008329391479492188e+01	5.135836601257324219e+00
4.021163463592529297e+00	4.506495952606201172e+00
1.101567554473876953e+01	5.482097625732421875e+00
4.002116203308105469e+00	4.917531490325927734e+00
9.452302932739257812e+00	4.611028671264648438e+00
1.111787700653076172e+01	5.342378616333007812e+00
8.325053215026855469e+00	4.180326461791992188e+00
1.086321258544921875e+01	3.337036371231079102e+00
3.688591241836547852e+00	2.201789140701293945e+00
1.135087108612060547e+01	3.415674686431884766e+00
1.086981105804443359e+01	3.189613580703735352e+00
1.075357055664062500e+01	4.624487876892089844e+00
5.447322368621826172e+00	3.700399637222290039e+00
1.177774047851562500e+01	3.651977300643920898e+00
1.100221252441406250e+01	3.569556474685668945e+00
3.952114105224609375e+00	2.896083593368530273e+00
9.197734832763671875e+00	4.933019638061523438e+00
8.991512298583984375e+00	3.303478240966796875e+00
5.683590769767761230e-01	7.761773109436035156e+00
1.050028419494628906e+01	4.515939712524414062e+00
1.112713146209716797e+01	3.436461687088012695e+00
1.115795421600341797e+01	4.802806854248046875e+00
9.769113540649414062e+00	5.664214134216308594e+00
3.644224643707275391e+00	3.489897251129150391e+00
2.927536010742187500e+00	3.814629554748535156e+00
8.991222381591796875e+00	4.235021591186523438e+00
5.481220245361328125e+00	3.548205614089965820e+00
3.167109489440917969e+00	8.466225266456604004e-01
9.385965347290039062e+00	3.946516752243041992e+00
4.859738349914550781e+00	3.793592453002929688e+00
3.408450365066528320e+00	4.493866443634033203e+00
3.182046413421630859e+00	3.739166021347045898e+00
1.139244461059570312e+01	4.489655971527099609e+00
8.575804710388183594e+00	4.197217941284179688e+00
2.259911537170410156e+00	6.546227455139160156e+00
1.025091934204101562e+01	3.341951847076416016e+00
3.077437162399291992e+00	3.966509580612182617e+00
-3.580533266067504883e-01	8.529424667358398438e+00
1.057254886627197266e+01	3.963573217391967773e+00
1.091064453125000000e+01	3.433498382568359375e+00
3.853064298629760742e+00	4.498326301574707031e+00
1.042521572113037109e+01	5.057559490203857422e+00
4.603844642639160156e+00	2.957094192504882812e+00
1.074312877655029297e+01	4.445687294006347656e+00
1.043383026123046875e+01	3.954222917556762695e+00
1.014014339447021484e+01	5.092234611511230469e+00
1.130705356597900391e+01	5.089405059814453125e+00
8.639716148376464844e+00	3.819636344909667969e+00
3.290214061737060547e+00	3.627847194671630859e+00
1.010369873046875000e+01	4.355155467987060547e+00
