motif_family	TF	std_over_alpha_traj	std_over_beta_traj	cc_over_alpha_traj	time_max_cc_over_alpha_traj	cc_over_beta_traj	time_max_cc_over_beta_traj	z_score
Ybx1_Nfya_Nfyb_Nfyc_Cebpz	Cebpz	0.00382795928586116	0.00161962629308998	0.327633576881806	-1591	0.82140952879032	-2	1.25127468264393
Yy1	Yy1	0.00147777779247033	0.00286972332679227	0.216809588004848	-629	0.491041151855614	23	1.32750637373964
Zbtb16	Zbtb16	0.0304026310306887	0.0294289441118208	0.459126864191226	-638	0.873724953903995	-84	1.6014345900544
Zbtb33_Chd2	Zbtb33	0.0145232087344386	0.0171836354739379	NaN	NaN	NaN	NaN	1.4097605102813
Zbtb33_Chd2	Chd2	0.0145232087344386	0.0171836354739379	0.227123514382135	-1740	0.982962395614498	0	1.4097605102813
Zbtb7c	Zbtb7c	0.00537590821277216	0.0199229220100243	0.244556900813149	-1616	0.304693759322011	87	1.26466641705901
Zfhx3	Zfhx3	0.00752377140014715	0.0223374226729467	0.791016563617139	121	0.221759496243338	-1597	1.23319696917559
Zfx_Mecp2	Zfx	0.00193161020076947	0.00373766425427047	0.228067233987286	4	0.261632977473847	-1499	2.21594642513534
Zfx_Mecp2	Mecp2	0.00193161020076947	0.00373766425427047	0.884574195837957	-36	0.892361241032826	-32	2.21594642513534
Zkscan1	Zkscan1	0.0119589483682412	0.00482439334514162	0.910594295873205	-5	0.634600867398273	2	2.03389884686138
Zkscan3	Zkscan3	0.0165735335419347	0.00820508128973448	0.334627944443986	-1621	0.31488965561266	-1548	2.65906388241141
